104218,5.4/10,8%,19/100,5 wins & 15 nominations
104241,6.5/10,32%,41/100,1 win & 9 nominations
104243,6.4/10,57%,49/100,2 nominations
104245,5.7/10,25%,39/100,5 nominations
104272,8.1/10,98%,83/100,Nominated for 1 BAFTA Film Award6 wins & 41 nominations total
104283,7.8/10,88%,83/100,Nominated for 1 Oscar. 26 wins & 54 nominations total
104303,6.0/10,28%,44/100,2 nominations
104337,7.2/10,72%,65/100,Nominated for 2 BAFTA Film 16 wins & 55 nominations total
104339,6.7/10,92%,79/100,3 wins & 17 nominations
104374,7.8/10,70%,55/100,3 wins & 9 nominations
104419,7.3/10,,,
104457,6.6/10,79%,66/100,11 wins & 20 nominations
104644,7.0/10,,,
104760,4.4/10,3%,22/100,2 nominations
104780,8.0/10,,,
104837,5.5/10,,,
104841,7.7/10,96%,96/100,Won 7 Oscars. 239 wins & 187 nominations total
104863,6.8/10,74%,59/100,2 wins & 8 nominations
104875,7.2/10,93%,67/100,2 wins & 2 nominations
104879,8.1/10,81%,70/100,Nominated for 1 Oscar. 10 wins & 38 nominations total
104906,6.3/10,32%,42/100,1 nomination
104908,6.6/10,39%,40/100,16 nominations
104913,8.1/10,89%,74/100,Won 1 BAFTA Film Award6 wins & 65 nominations total
104925,6.3/10,28%,42/100,1 win & 1 nomination
104944,8.0/10,98%,82/100,37 wins & 72 nominations
105020,4.6/10,,,
105037,5.8/10,56%,61/100,
105121,5.2/10,17%,37/100,
105197,7.7/10,91%,87/100,Nominated for 6 Oscars. 29 wins & 168 nominations total
105211,7.0/10,95%,78/100,8 wins & 38 nominations
105213,6.6/10,80%,66/100,2 wins & 27 nominations
105246,6.5/10,61%,54/100,1 win & 9 nominations
105250,8.8/10,,80/100,1 nomination
105254,5.8/10,83%,67/100,1 win & 4 nominations
105325,5.7/10,58%,62/100,1 win & 4 nominations
105351,5.6/10,7%,36/100,2 nominations
105355,7.7/10,89%,89/100,Nominated for 1 BAFTA Film Award86 wins & 104 nominations total
105468,6.4/10,71%,59/100,Nominated for 1 BAFTA Film Award16 nominations total
105504,7.8/10,93%,82/100,Nominated for 6 Oscars. 16 wins & 154 nominations total
105540,4.9/10,,,
105585,5.6/10,29%,41/100,3 nominations
105593,7.1/10,66%,56/100,9 wins & 14 nominations
105653,6.7/10,50%,49/100,2 nominations
105720,6.9/10,,,1 nomination
105731,5.9/10,50%,53/100,6 wins & 7 nominations
105746,5.6/10,,,1 nomination
105755,5.3/10,34%,48/100,5 wins & 3 nominations
105801,5.1/10,58%,58/100,2 wins & 5 nominations
105835,6.5/10,83%,68/100,1 win & 11 nominations
105844,8.1/10,95%,96/100,Won 3 Oscars. 242 wins & 336 nominations total
105954,6.9/10,94%,87/100,Nominated for 1 Oscar. 3 wins & 48 nominations total
106002,6.6/10,62%,51/100,1 win & 6 nominations
106062,6.5/10,61%,54/100,Nominated for 1 Oscar. 1 win & 10 nominations total
106072,6.8/10,66%,54/100,4 wins & 21 nominations
106100,8.0/10,92%,79/100,Won 3 Oscars. 84 wins & 87 nominations total
106144,7.3/10,98%,83/100,Nominated for 1 BAFTA Film Award12 wins & 21 nominations total
106330,6.6/10,46%,48/100,4 wins & 1 nomination
106438,7.6/10,91%,77/100,Nominated for 4 Oscars. 33 wins & 86 nominations total
106441,7.5/10,48%,53/100,Nominated for 1 Oscar. 9 wins & 17 nominations total
106487,7.5/10,90%,76/100,22 wins & 68 nominations
106489,7.8/10,74%,66/100,Nominated for 3 Oscars. 19 wins & 90 nominations total
106491,6.3/10,16%,28/100,5 nominations
106540,6.3/10,40%,44/100,
106542,6.4/10,27%,31/100,2 nominations
106594,5.5/10,74%,65/100,2 nominations
106642,9.4/10,,,2 wins & 2 nominations
106648,6.8/10,67%,56/100,2 nominations
106696,7.4/10,90%,75/100,Won 2 Oscars. 82 wins & 60 nominations total
106766,7.5/10,92%,93/100,Nominated for 2 Oscars. 46 wins & 174 nominations total
106782,8.2/10,79%,75/100,Nominated for 5 Oscars. 37 wins & 179 nominations total
106785,6.5/10,42%,40/100,1 nomination
106839,7.1/10,62%,60/100,Nominated for 1 Oscar. 13 wins & 36 nominations total
106873,6.9/10,,,2 nominations
106883,5.6/10,49%,54/100,1 nomination
106889,7.9/10,89%,76/100,Nominated for 1 BAFTA Film Award1 win & 6 nominations total
106916,7.2/10,92%,90/100,Nominated for 10 Oscars. 69 wins & 227 nominations total
106918,7.3/10,52%,54/100,5 wins & 18 nominations
106920,8.0/10,94%,91/100,Won 1 Oscar. 83 wins & 186 nominations total
106927,5.2/10,,,
107013,6.7/10,,,
107069,7.5/10,75%,60/100,Nominated for 2 Oscars. 6 wins & 16 nominations total
107141,7.5/10,79%,65/100,Nominated for 1 Oscar. 13 wins & 74 nominations total
107159,7.3/10,,,
107314,5.7/10,39%,49/100,4 nominations
107338,7.0/10,,,
107348,6.3/10,75%,61/100,1 win & 23 nominations
107406,7.1/10,94%,84/100,34 wins & 105 nominations
107408,8.4/10,,,
107410,8.2/10,,,1 nomination
107412,8.4/10,,,
107436,5.9/10,56%,49/100,6 nominations
107447,5.9/10,55%,25/100,1 win & 1 nomination
107449,6.6/10,,,
107462,6.2/10,100%,,
107565,6.9/10,,,6 wins & 4 nominations
107630,5.7/10,28%,31/100,
107702,6.4/10,31%,35/100,1 win & 1 nomination
107723,6.7/10,,,
107771,7.3/10,86%,79/100,9 wins & 44 nominations
107780,,,,
107846,6.3/10,,,
107945,4.6/10,,,1 win
107951,6.4/10,36%,49/100,7 nominations
107953,7.2/10,88%,,7 wins & 4 nominations
107962,5.2/10,33%,40/100,
107997,5.9/10,86%,71/100,5 wins & 11 nominations
107999,6.7/10,,,
108078,7.0/10,79%,64/100,2 nominations
108090,7.4/10,,,
108156,6.2/10,18%,41/100,1 win & 7 nominations
108188,6.2/10,54%,57/100,3 nominations
108190,6.6/10,41%,48/100,7 wins & 11 nominations
108192,7.2/10,,,
108540,7.9/10,98%,86/100,Nominated for 1 Oscar. 14 wins & 15 nominations total
108601,6.3/10,32%,35/100,6 wins & 6 nominations
108689,5.1/10,5%,30/100,1 nomination
108715,6.3/10,22%,40/100,
108727,6.9/10,76%,64/100,14 wins & 30 nominations
108729,6.9/10,71%,61/100,17 wins & 23 nominations
108795,7.3/10,,,
108928,6.1/10,30%,52/100,3 wins & 3 nominations
108932,7.7/10,96%,83/100,Nominated for 1 Oscar. 72 wins & 67 nominations total
108945,6.1/10,48%,52/100,4 wins & 1 nomination
108949,6.3/10,44%,53/100,5 nominations
108981,6.7/10,59%,60/100,14 wins & 29 nominations
109042,5.6/10,63%,56/100,2 nominations
109161,7.2/10,88%,69/100,7 wins & 18 nominations
109183,5.7/10,30%,56/100,
109187,6.1/10,48%,50/100,2 wins & 7 nominations
109191,6.2/10,13%,31/100,2 nominations
109241,5.7/10,,,
109282,7.3/10,,,3 wins
109295,5.7/10,44%,37/100,1 nomination
109313,4.6/10,,,1 nomination
109317,5.8/10,20%,52/100,
109372,6.1/10,69%,62/100,1 nomination
109374,8.1/10,92%,88/100,Won 4 Oscars. 134 wins & 226 nominations total
109383,6.4/10,82%,74/100,1 win & 3 nominations
109416,5.2/10,,,
109483,6.1/10,22%,36/100,1 win & 2 nominations
109487,8.6/10,72%,74/100,Won 1 Oscar. 44 wins & 148 nominations total
109569,6.2/10,28%,40/100,
109576,4.9/10,22%,25/100,1 nomination
109578,6.9/10,62%,56/100,1 nomination
109596,7.6/10,93%,81/100,4 wins & 8 nominations
109633,7.5/10,,,2 wins & 2 nominations
109673,6.2/10,45%,48/100,2 wins & 7 nominations
109687,7.4/10,96%,87/100,6 wins & 4 nominations
109723,5.2/10,11%,28/100,
109846,6.8/10,81%,59/100,Nominated for 1 BAFTA Film Award2 wins & 16 nominations total
109848,6.4/10,84%,80/100,Nominated for 2 BAFTA Film 23 wins & 111 nominations total
109850,6.4/10,22%,39/100,1 win & 5 nominations
109853,6.6/10,17%,22/100,1 nomination
109864,6.8/10,79%,62/100,6 nominations
109895,6.7/10,65%,57/100,2 wins & 4 nominations
109897,5.8/10,21%,37/100,2 wins & 1 nomination
109941,6.9/10,,,1 nomination.
109968,7.2/10,80%,68/100,8 wins & 11 nominations
109971,6.5/10,,,11 wins & 14 nominations
110102,7.7/10,90%,70/100,Nominated for 1 Oscar. 5 wins & 52 nominations total
110127,5.7/10,76%,68/100,1 win & 19 nominations
110130,5.7/10,13%,37/100,1 win & 5 nominations
110281,7.3/10,,,1 nomination
110286,6.3/10,65%,44/100,3 nominations
110297,6.4/10,80%,61/100,Nominated for 1 BAFTA Film Award3 wins & 11 nominations total
110330,6.5/10,67%,57/100,8 wins & 13 nominations
110350,7.8/10,,,
110387,7.1/10,82%,69/100,2 wins & 9 nominations
110501,8.0/10,82%,71/100,5 wins & 10 nominations
110541,5.4/10,,,
110553,6.6/10,51%,53/100,4 wins & 30 nominations
110586,7.4/10,89%,77/100,9 wins & 32 nominations
110591,6.5/10,75%,61/100,3 wins & 17 nominations
110603,4.8/10,12%,16/100,1 win
110611,6.8/10,84%,73/100,1 win & 8 nominations
110655,6.3/10,48%,49/100,Nominated for 1 BAFTA Film Award2 wins & 24 nominations total
110669,7.5/10,98%,76/100,6 wins & 4 nominations
110718,6.2/10,54%,58/100,2 wins & 1 nomination
110730,6.2/10,19%,42/100,3 wins & 5 nominations
110746,5.7/10,57%,25/100,1 nomination
110771,6.0/10,26%,39/100,3 wins & 5 nominations
110773,4.6/10,8%,17/100,
110781,5.7/10,0%,,1 nomination.
110826,5.6/10,26%,40/100,1 nomination
110882,7.1/10,91%,81/100,7 wins & 33 nominations
111113,6.3/10,73%,68/100,7 wins & 11 nominations
111146,4.4/10,,,
111320,5.4/10,20%,25/100,1 win
111360,6.4/10,67%,61/100,1 win & 12 nominations
111362,8.0/10,90%,75/100,Nominated for 1 Oscar. 16 wins & 48 nominations total
111364,6.4/10,76%,62/100,7 wins & 31 nominations
111375,6.0/10,15%,25/100,
111384,7.1/10,96%,78/100,7 wins & 20 nominations
111443,7.3/10,87%,68/100,2 wins & 4 nominations
111551,6.3/10,83%,56/100,6 wins & 11 nominations
111617,6.5/10,15%,31/100,1 win & 10 nominations
111622,7.4/10,83%,62/100,Nominated for 1 Oscar. 5 wins & 18 nominations total
111659,7.0/10,54%,56/100,Nominated for 1 Oscar. 12 wins & 43 nominations total
111663,4.8/10,71%,44/100,
111680,6.5/10,61%,60/100,3 wins & 1 nomination
111732,7.5/10,94%,76/100,4 wins & 7 nominations
111743,6.1/10,33%,44/100,6 nominations
111759,7.9/10,91%,71/100,11 wins & 38 nominations
111781,7.4/10,94%,75/100,6 wins & 26 nominations
111785,3.7/10,,,
111795,7.0/10,64%,56/100,1 win & 2 nominations
111800,6.0/10,80%,56/100,3 wins
111817,5.7/10,67%,66/100,1 win & 10 nominations
111844,5.6/10,,,
111913,7.1/10,82%,61/100,Nominated for 1 BAFTA Film Award4 wins & 7 nominations total
111921,7.7/10,81%,69/100,21 wins & 17 nominations
112006,7.6/10,,,
112070,6.2/10,61%,67/100,11 wins & 24 nominations
112138,7.0/10,84%,71/100,7 wins & 25 nominations
112171,7.2/10,60%,57/100,1 win & 9 nominations
112175,7.8/10,91%,77/100,Nominated for 1 Oscar. 15 wins & 61 nominations total
112183,7.7/10,91%,87/100,Won 4 Oscars. 193 wins & 291 nominations total
112290,7.9/10,97%,100/100,Won 1 Oscar. 173 wins & 218 nominations total
112303,5.7/10,23%,38/100,2 wins & 4 nominations
112316,6.8/10,51%,54/100,4 wins & 2 nominations
112326,3.8/10,,,
112334,8.0/10,93%,72/100,4 wins & 4 nominations
112370,5.6/10,17%,32/100,5 wins & 23 nominations
112421,7.0/10,92%,75/100,13 wins & 18 nominations
112450,5.6/10,70%,60/100,
112454,6.7/10,100%,75/100,24 wins & 29 nominations
112460,6.0/10,45%,48/100,Nominated for 1 BAFTA Film Award6 nominations total
112497,4.9/10,24%,39/100,1 win & 7 nominations
112512,7.4/10,,,3 wins & 4 nominations
112515,6.8/10,98%,86/100,56 wins & 64 nominations
112552,8.5/10,94%,88/100,Won 3 Oscars. 98 wins & 145 nominations total
112556,8.1/10,87%,79/100,Nominated for 1 Oscar. 64 wins & 188 nominations total
112580,5.7/10,9%,21/100,
112623,7.6/10,90%,79/100,Nominated for 1 Oscar. 17 wins & 48 nominations total
112727,6.2/10,29%,40/100,2 wins & 4 nominations
112749,5.8/10,18%,38/100,1 nomination
112788,5.1/10,16%,36/100,2 wins & 3 nominations
112804,7.3/10,52%,57/100,2 wins & 3 nominations
112818,6.4/10,57%,50/100,3 wins & 6 nominations
112852,8.0/10,92%,76/100,Nominated for 2 Oscars. 52 wins & 102 nominations total
112868,6.1/10,61%,54/100,1 win & 3 nominations
112897,6.1/10,32%,35/100,2 wins & 5 nominations
112911,6.0/10,58%,47/100,2 nominations
112940,6.8/10,85%,73/100,3 wins & 6 nominations
113159,5.6/10,45%,50/100,6 nominations
113186,6.1/10,70%,52/100,10 nominations
113207,6.9/10,80%,71/100,4 wins & 19 nominations
113225,6.5/10,51%,54/100,1 win & 1 nomination
113252,6.7/10,96%,76/100,6 wins & 22 nominations
113275,7.3/10,68%,55/100,2 wins & 4 nominations
113278,7.5/10,75%,,3 wins & 2 nominations.
113280,6.8/10,,,2 wins
113313,6.0/10,78%,48/100,2 nominations
113345,5.3/10,28%,40/100,4 wins & 16 nominations
113348,5.8/10,21%,31/100,1 win & 11 nominations
113350,6.1/10,33%,,
113374,7.8/10,,,Nominated for 1 Oscar. 9 wins & 3 nominations total
113378,6.5/10,35%,47/100,3 wins & 6 nominations
113394,6.3/10,50%,53/100,2 wins & 2 nominations
113416,5.3/10,15%,36/100,
113453,6.4/10,18%,30/100,2 nominations
113532,6.4/10,69%,55/100,4 nominations
113565,6.1/10,63%,49/100,4 wins & 12 nominations
113573,6.5/10,42%,46/100,4 wins & 6 nominations
113604,6.7/10,35%,46/100,3 wins & 1 nomination
113705,7.3/10,97%,89/100,Nominated for 1 Oscar. 41 wins & 83 nominations total
113741,7.2/10,88%,65/100,5 wins & 6 nominations
113780,6.2/10,26%,38/100,1 win & 6 nominations
113829,7.0/10,82%,66/100,2 wins & 2 nominations
113849,6.2/10,71%,60/100,5 wins & 13 nominations
113862,6.7/10,92%,76/100,4 wins & 13 nominations
114028,7.8/10,92%,79/100,Won 1 BAFTA Film Award10 wins & 24 nominations total
114044,5.7/10,76%,65/100,5 nominations
114060,7.1/10,89%,69/100,4 wins & 5 nominations
114066,7.4/10,95%,83/100,Nominated for 1 BAFTA Film Award8 wins & 18 nominations total
114074,6.8/10,86%,74/100,4 wins & 12 nominations
114126,7.0/10,62%,59/100,2 wins
114180,6.8/10,65%,57/100,4 wins & 12 nominations
114184,6.9/10,75%,54/100,6 nominations
114246,6.5/10,68%,57/100,1 nomination
114265,6.4/10,65%,63/100,1 win & 1 nomination
114335,6.6/10,,,
114396,6.4/10,38%,51/100,5 wins & 2 nominations
114494,7.5/10,,,6 wins & 6 nominations
114554,8.0/10,100%,89/100,Nominated for 1 Oscar. 13 wins & 38 nominations total
114601,6.6/10,44%,44/100,1 nomination
114627,7.7/10,,,
114662,7.3/10,72%,72/100,Won 1 Oscar. 24 wins & 43 nominations total
114670,5.3/10,46%,55/100,2 wins & 7 nominations
114678,7.0/10,38%,29/100,2 wins & 6 nominations
114707,6.5/10,43%,46/100,4 wins & 4 nominations
114713,5.4/10,29%,37/100,3 wins & 7 nominations
114762,6.4/10,38%,45/100,1 nomination
114795,6.3/10,25%,40/100,3 wins & 5 nominations
114818,6.5/10,88%,,
114847,6.1/10,31%,37/100,6 nominations
114925,5.9/10,29%,36/100,1 win & 7 nominations
114935,7.5/10,84%,69/100,12 wins & 19 nominations
115065,6.0/10,13%,,3 wins & 6 nominations
115111,7.7/10,,,12 wins & 1 nomination
115122,7.7/10,96%,76/100,26 wins & 18 nominations
115149,7.4/10,86%,68/100,5 wins & 10 nominations
115151,6.0/10,14%,32/100,1 nomination
115170,7.4/10,49%,48/100,Nominated for 1 Oscar. 3 wins & 9 nominations total
115203,8.2/10,,37/100,1 win & 7 nominations
115210,7.6/10,76%,64/100,5 wins & 24 nominations
115216,6.7/10,72%,64/100,1 win & 8 nominations
115231,7.2/10,77%,64/100,7 wins & 23 nominations
115502,6.3/10,66%,51/100,
115569,7.8/10,95%,76/100,Nominated for 1 Oscar. 42 wins & 124 nominations total
115617,7.8/10,90%,74/100,Won 1 Oscar. 17 wins & 58 nominations total
115664,7.3/10,83%,67/100,3 wins & 29 nominations
115667,7.2/10,32%,44/100,
115680,6.5/10,78%,50/100,22 wins & 5 nominations
115713,7.7/10,92%,78/100,Won 1 Oscar. 73 wins & 161 nominations total
115727,7.4/10,,,
115819,7.2/10,,,Won 1 Oscar. 5 wins & 2 nominations total
115828,7.1/10,88%,71/100,6 wins & 2 nominations
115877,7.3/10,,,Nominated for 1 Oscar. 2 nominations total
115969,8.5/10,63%,57/100,22 wins & 8 nominations
116044,4.8/10,,,2 nominations.
116138,7.6/10,97%,92/100,Nominated for 1 Oscar. 36 wins & 51 nominations total
116169,6.8/10,70%,,3 wins & 21 nominations
116207,6.7/10,,,2 wins
116411,8.1/10,88%,73/100,Nominated for 1 Oscar. 12 wins & 10 nominations total
116413,6.2/10,68%,57/100,1 win & 1 nomination
116419,4.3/10,8%,29/100,
116505,6.0/10,,,4 wins & 3 nominations
116529,5.7/10,50%,49/100,9 wins & 13 nominations
116668,6.8/10,81%,59/100,16 wins & 9 nominations
116718,6.6/10,,,1 win
116724,7.6/10,,,9 wins & 12 nominations
116738,5.3/10,,,2 wins & 1 nomination
116797,8.0/10,89%,71/100,Won 1 Oscar. 49 wins & 163 nominations total
116799,6.6/10,73%,81/100,Nominated for 2 Oscars. 15 wins & 98 nominations total
116817,7.5/10,64%,52/100,1 win & 1 nomination
116823,6.6/10,69%,64/100,21 wins & 32 nominations
116849,5.6/10,64%,34/100,
116887,6.0/10,30%,52/100,5 nominations
116897,8.1/10,94%,77/100,Nominated for 1 Oscar. 49 wins & 58 nominations total
116941,5.6/10,27%,46/100,1 nomination
116963,4.9/10,,,
116977,5.6/10,30%,36/100,1 win & 7 nominations
116985,5.4/10,10%,34/100,1 nomination
117107,5.8/10,25%,43/100,1 nomination
117109,8.5/10,,,1 win & 2 nominations.
117133,6.3/10,,,11 wins & 23 nominations
117176,7.7/10,80%,71/100,Won 1 Oscar. 25 wins & 125 nominations total
117192,,,,
117364,8.2/10,100%,95/100,Nominated for 1 Oscar. 42 wins & 28 nominations total
117368,7.4/10,,,
117444,8.1/10,99%,85/100,Nominated for 1 Oscar. 11 wins & 26 nominations total
117466,6.9/10,42%,47/100,1 win & 5 nominations
117511,6.8/10,71%,,
117529,7.0/10,71%,59/100,15 wins & 58 nominations
117531,6.9/10,77%,68/100,3 wins & 3 nominations
117533,8.0/10,96%,88/100,Won 1 Oscar. 44 wins & 39 nominations total
117545,6.9/10,71%,,1 win & 2 nominations
117572,5.0/10,11%,31/100,
117590,6.3/10,35%,40/100,1 win & 6 nominations
117630,4.1/10,,,
117646,4.6/10,40%,,6 nominations.
117849,7.3/10,,,
117851,6.7/10,74%,53/100,8 nominations
117867,7.2/10,96%,83/100,Nominated for 2 BAFTA Film 13 wins & 31 nominations total
117877,7.1/10,94%,74/100,3 wins & 4 nominations
117881,7.5/10,85%,72/100,Won 1 Oscar. 34 wins & 35 nominations total
117887,7.3/10,97%,77/100,Nominated for 2 BAFTA Film 3 wins & 7 nominations total
117895,6.3/10,48%,43/100,2 wins & 5 nominations
117922,6.5/10,,,1 nomination.
118082,6.4/10,74%,58/100,3 wins & 4 nominations
118166,7.9/10,,,1 win & 2 nominations
118198,7.2/10,77%,67/100,5 wins & 8 nominations
118248,4.5/10,11%,31/100,
118270,4.9/10,33%,43/100,1 nomination
118290,4.1/10,,,
118326,4.8/10,40%,,
118354,6.9/10,77%,60/100,3 wins & 6 nominations
118512,5.2/10,,,1 nomination.
118530,4.9/10,,,
118572,6.3/10,87%,57/100,4 nominations
118696,7.4/10,59%,59/100,Nominated for 1 Oscar. 8 wins & 55 nominations total
118700,7.5/10,99%,80/100,Won 1 Oscar. 58 wins & 91 nominations total
118702,7.2/10,51%,59/100,Nominated for 3 Oscars. 14 wins & 33 nominations total
118706,6.4/10,80%,62/100,
118784,7.1/10,,,
118814,6.0/10,14%,30/100,
118834,4.4/10,,,
118862,6.9/10,46%,47/100,9 wins & 4 nominations
118880,7.0/10,96%,81/100,8 wins & 23 nominations
118888,8.6/10,,,Nominated for 2 Primetime Emmys. 4 nominations total
118894,7.1/10,,,
118896,8.1/10,88%,74/100,54 wins & 66 nominations
118900,7.1/10,88%,74/100,Nominated for 2 Oscars. 13 wins & 69 nominations total
118924,6.4/10,86%,81/100,5 wins & 21 nominations
118930,8.3/10,100%,,
118985,7.0/10,72%,62/100,Nominated for 2 BAFTA Film 3 wins & 18 nominations total
118997,5.9/10,71%,69/100,Nominated for 3 Oscars. 10 wins & 74 nominations total
119068,6.7/10,33%,38/100,
119141,6.5/10,51%,52/100,1 win & 6 nominations
119145,7.7/10,75%,60/100,10 wins & 32 nominations
119153,8.2/10,,,
119155,6.2/10,47%,47/100,1 win & 4 nominations
119167,4.6/10,,,1 nomination
119218,8.0/10,,,
119655,5.5/10,12%,30/100,2 wins & 1 nomination
119714,6.9/10,,,1 nomination
119828,6.6/10,,,
119964,5.2/10,14%,28/100,
120130,7.9/10,,,
120138,8.2/10,77%,,19 wins & 17 nominations
120466,6.8/10,32%,41/100,3 nominations
120478,8.4/10,95%,83/100,Nominated for 1 Oscar. 13 wins & 15 nominations total
120625,8.0/10,93%,83/100,16 wins & 14 nominations
120635,6.0/10,13%,26/100,3 wins & 2 nominations
120637,5.4/10,32%,51/100,1 win & 5 nominations
120761,7.6/10,,,
120783,6.4/10,62%,49/100,2 nominations
120799,6.3/10,27%,38/100,10 nominations
120807,8.2/10,,,
120813,7.5/10,,,
120827,8.0/10,,,
120919,6.6/10,,,
121007,4.3/10,,,
121035,7.3/10,,,Won 1 Primetime Emmy. 2 wins & 22 nominations total
121097,5.8/10,,,
121099,5.8/10,67%,,5 wins & 10 nominations.
121129,3.5/10,,,
121169,6.5/10,94%,87/100,7 wins & 28 nominations
121171,7.6/10,92%,83/100,5 wins & 11 nominations
121231,6.8/10,96%,83/100,25 wins & 43 nominations
121253,5.6/10,66%,47/100,2 wins & 1 nomination
121338,6.4/10,,,
121342,6.1/10,,,
121372,8.3/10,,,
121374,8.4/10,,,
121469,4.5/10,,,
121715,8.1/10,,,
121781,4.3/10,,,
122092,5.1/10,42%,,2 wins & 1 nomination
122246,3.7/10,,,
122260,7.5/10,,,3 nominations
122433,4.1/10,,,
122490,5.4/10,,,1 nomination.
122627,5.1/10,,,
122882,8.1/10,97%,90/100,Won 6 Oscars. 245 wins & 231 nominations total
122884,6.1/10,58%,52/100,3 wins & 10 nominations
122886,7.8/10,93%,80/100,Nominated for 5 Oscars. 62 wins & 136 nominations total
122888,5.7/10,25%,38/100,2 wins & 3 nominations
122890,6.8/10,28%,32/100,2 wins & 3 nominations
122892,7.3/10,76%,66/100,8 wins & 51 nominations
122896,6.5/10,30%,39/100,1 win & 13 nominations
122898,6.1/10,40%,45/100,2 wins & 13 nominations
122900,7.3/10,83%,64/100,Nominated for 1 BAFTA Film Award4 wins & 34 nominations total
122902,4.2/10,9%,27/100,8 wins & 5 nominations
122904,8.0/10,85%,65/100,28 wins & 78 nominations
122906,7.3/10,96%,88/100,Won 3 Oscars. 115 wins & 280 nominations total
122912,8.4/10,85%,68/100,Nominated for 1 Oscar. 46 wins & 79 nominations total
122916,7.9/10,93%,74/100,6 wins & 49 nominations
122918,7.6/10,85%,67/100,Nominated for 1 Oscar. 15 wins & 59 nominations total
122920,7.8/10,90%,75/100,16 wins & 73 nominations
122922,7.5/10,89%,72/100,Nominated for 1 Oscar. 20 wins & 68 nominations total
122924,6.9/10,47%,52/100,1 win & 19 nominations
122926,7.4/10,92%,73/100,7 wins & 10 nominations
122932,6.5/10,32%,49/100,1 win & 1 nomination
123200,8.2/10,,,
123310,4.7/10,,,
123545,6.4/10,,,1 nomination
123553,3.0/10,,,
123947,6.4/10,49%,49/100,5 wins & 8 nominations
124273,7.4/10,,,
124404,4.4/10,,,1 win & 3 nominations
124484,7.1/10,,,
124851,6.7/10,,,
124853,7.3/10,,,Won 1 Oscar. 5 wins total
124859,6.1/10,44%,55/100,1 win & 3 nominations
125221,4.1/10,,,
125914,5.5/10,12%,27/100,1 win & 9 nominations
125916,4.1/10,25%,46/100,Nominated for 1 Oscar. 9 wins & 29 nominations total
125970,6.7/10,80%,,2 nominations.
125974,6.2/10,,,
126088,6.9/10,,,
126090,8.2/10,,,
126142,7.5/10,,,1 win.
126420,5.0/10,13%,23/100,
126426,6.6/10,,,
126430,8.3/10,,,Won 8 Primetime Emmys. 35 wins & 43 nominations total
126482,5.8/10,18%,25/100,1 win & 4 nominations
126548,6.5/10,73%,56/100,1 win & 8 nominations
126577,4.3/10,,,3 nominations
126921,5.3/10,20%,,1 win.
127052,8.5/10,,,1 win & 1 nomination
127096,6.4/10,37%,47/100,
127098,7.9/10,,,Won 1 Primetime Emmy. 1 win & 1 nomination total
127108,7.5/10,97%,88/100,Nominated for 3 Oscars. 38 wins & 161 nominations total
127114,7.2/10,92%,82/100,4 wins & 18 nominations
127116,6.6/10,85%,81/100,3 wins & 6 nominations
127130,6.7/10,81%,75/100,2 wins & 14 nominations
127132,5.8/10,20%,39/100,
127134,6.4/10,47%,51/100,1 nomination
127136,6.3/10,45%,50/100,4 nominations
127146,7.5/10,97%,83/100,Nominated for 7 Primetime Emmys. 4 wins & 17 nominations total
127152,8.0/10,95%,80/100,Won 3 Primetime Emmys. 7 wins & 32 nominations total
127164,7.6/10,88%,75/100,Nominated for 1 Oscar. 6 wins & 19 nominations total
127172,7.1/10,94%,,
127180,8.4/10,,,2 wins & 1 nomination
127184,6.4/10,83%,81/100,4 nominations
127194,5.0/10,53%,,2 nominations
127198,7.2/10,88%,72/100,5 wins & 25 nominations
127202,7.7/10,81%,74/100,18 wins & 30 nominations
127204,6.1/10,82%,65/100,1 win & 3 nominations
127212,6.9/10,84%,67/100,4 wins & 3 nominations
127298,7.0/10,89%,81/100,5 wins & 28 nominations
127319,6.3/10,14%,24/100,1 nomination
127323,4.2/10,4%,17/100,
127390,8.2/10,,,
128087,4.2/10,,,
128089,7.6/10,,,
128097,7.2/10,,,
128099,8.0/10,,,
128197,5.5/10,40%,,
128360,7.8/10,74%,68/100,Won 1 Oscar. 43 wins & 116 nominations total
128366,7.3/10,80%,,1 nomination
128488,5.6/10,31%,40/100,
128512,6.2/10,58%,56/100,4 wins & 3 nominations
128520,6.6/10,29%,35/100,2 wins & 4 nominations
128542,6.2/10,82%,54/100,1 win & 4 nominations
128592,4.7/10,12%,30/100,1 win & 6 nominations
128594,7.1/10,89%,68/100,18 wins & 2 nominations
128620,7.6/10,82%,77/100,17 wins & 22 nominations
128695,7.1/10,33%,,30 wins & 5 nominations
128736,7.8/10,,,1 nomination
128832,5.9/10,60%,60/100,1 win & 1 nomination
128838,6.5/10,72%,66/100,6 wins & 42 nominations
128842,5.1/10,,,
128852,8.0/10,86%,,Nominated for 6 Primetime Emmys. 1 win & 11 nominations total
128900,7.5/10,83%,,1 win & 1 nomination
128902,6.9/10,71%,54/100,1 win & 2 nominations
128908,7.2/10,100%,,33 wins & 4 nominations
128914,7.8/10,,,
128944,5.0/10,25%,,
128968,6.2/10,20%,,2 nominations.
128975,5.1/10,14%,29/100,2 nominations
128991,7.7/10,,,
129011,8.4/10,,,
129229,5.4/10,,50/100,1 nomination
129250,4.1/10,,,
129313,6.9/10,64%,55/100,2 wins & 4 nominations
