3555,6.6/10,67%,62/100,Won 1 Oscar. 4 wins & 10 nominations total
3556,7.2/10,78%,76/100,3 wins & 14 nominations
3557,6.3/10,37%,48/100,5 wins
3559,8.0/10,97%,,Won 1 Oscar. 7 wins & 4 nominations total
3563,4.9/10,20%,,
3564,3.7/10,25%,27/100,1 win & 11 nominations
3565,6.8/10,35%,30/100,1 win & 2 nominations
3566,6.6/10,73%,56/100,1 nomination
3567,6.3/10,73%,57/100,17 nominations
3568,7.5/10,53%,44/100,2 wins
3569,6.8/10,71%,47/100,6 wins & 5 nominations
3571,6.1/10,68%,65/100,2 nominations
3572,3.6/10,10%,,
3573,3.6/10,,,
3574,3.2/10,,,
3576,7.0/10,73%,69/100,4 wins & 6 nominations
3577,5.1/10,0%,38/100,1 win
3578,8.5/10,77%,67/100,Won 5 Oscars. 59 wins & 106 nominations total
3580,6.0/10,45%,57/100,
3581,7.1/10,59%,53/100,Nominated for 1 BAFTA Film Award9 wins & 7 nominations total
3584,5.9/10,60%,52/100,
3586,6.9/10,89%,,1 win & 2 nominations
3587,6.6/10,64%,69/100,
3590,5.6/10,64%,53/100,
3591,6.6/10,75%,50/100,2 nominations
3592,7.3/10,,,1 win & 1 nomination
3593,2.5/10,3%,9/100,19 wins & 3 nominations
3594,6.7/10,42%,52/100,1 nomination
3596,5.6/10,10%,7/100,
3597,4.5/10,13%,10/100,1 nomination
3598,6.0/10,59%,70/100,1 win & 2 nominations
3599,7.1/10,57%,60/100,Won 1 Oscar. 1 win & 4 nominations total
3604,7.1/10,64%,,Nominated for 3 Oscars. 1 win & 13 nominations total
3606,7.4/10,93%,71/100,Won 1 Oscar. 3 wins & 2 nominations total
3608,7.0/10,87%,47/100,2 nominations
3609,7.4/10,94%,,Nominated for 1 Oscar. 11 wins & 3 nominations total
3614,5.8/10,64%,62/100,4 nominations
3615,6.5/10,64%,56/100,4 wins & 21 nominations
3616,5.3/10,24%,35/100,1 nomination
3617,6.4/10,57%,55/100,4 wins & 9 nominations
3618,6.6/10,66%,69/100,1 win & 4 nominations
3619,6.3/10,14%,,
3622,6.5/10,93%,,1 win & 1 nomination
3623,6.1/10,,59/100,12 wins & 20 nominations
3624,6.6/10,80%,77/100,1 win & 7 nominations
3625,7.0/10,82%,70/100,1 win & 1 nomination
3626,5.8/10,41%,36/100,2 nominations
3627,7.1/10,86%,,
3628,6.8/10,67%,,Nominated for 3 Oscars. 3 nominations total
3629,8.2/10,100%,,Nominated for 2 Oscars. 3 wins & 3 nominations total
3632,7.9/10,97%,,Nominated for 1 Oscar. 5 wins & 1 nomination total
3633,6.8/10,81%,61/100,1 win & 4 nominations
3634,7.9/10,92%,73/100,Nominated for 2 Oscars. 4 wins & 8 nominations total
3635,7.1/10,81%,55/100,Nominated for 3 Oscars. 3 wins & 11 nominations total
3637,7.7/10,100%,,8 wins & 5 nominations
3638,6.3/10,60%,66/100,Nominated for 1 Oscar. 1 win & 6 nominations total
3639,6.7/10,39%,43/100,2 wins & 1 nomination
3640,7.0/10,77%,,1 win & 2 nominations
3641,7.0/10,92%,,1 nomination
3643,6.5/10,100%,,Nominated for 1 Oscar. 1 nomination total
3646,5.2/10,30%,33/100,1 win & 9 nominations
3648,6.4/10,,,
3649,6.3/10,68%,57/100,2 nominations
3652,6.3/10,46%,,
3653,7.7/10,100%,,1 nomination
3654,7.5/10,92%,72/100,Won 1 Oscar. 4 wins & 12 nominations total
3655,7.2/10,63%,,2 wins & 1 nomination
3658,7.0/10,87%,,
3660,5.6/10,43%,,1 nomination.
3661,5.5/10,33%,,1 nomination.
3662,6.0/10,,,
3663,5.2/10,,,
3664,5.0/10,,,
3667,4.6/10,14%,,1 win & 1 nomination
3668,7.6/10,95%,69/100,Won 2 Oscars. 16 wins & 15 nominations total
3669,6.3/10,47%,41/100,2 nominations
3671,7.7/10,89%,73/100,Nominated for 3 Oscars. 3 wins & 5 nominations total
3672,6.1/10,86%,35/100,Nominated for 1 Oscar. 1 win & 1 nomination total
3673,6.3/10,55%,53/100,1 win & 1 nomination
3674,6.0/10,,46/100,
3675,7.6/10,77%,56/100,Nominated for 1 Oscar. 1 nomination total
3676,7.4/10,90%,87/100,3 wins & 2 nominations
3677,8.6/10,81%,,2 wins & 2 nominations
3678,7.3/10,81%,63/100,Nominated for 3 Oscars. 2 wins & 8 nominations total
3679,7.6/10,100%,93/100,1 win
3680,7.2/10,91%,58/100,
3681,8.3/10,91%,74/100,2 nominations
3682,7.2/10,70%,58/100,2 nominations
3683,7.6/10,93%,83/100,6 wins & 8 nominations
3684,6.9/10,96%,85/100,Nominated for 4 Oscars. 14 wins & 17 nominations total
3685,6.7/10,85%,84/100,Won 1 Oscar. 27 wins & 24 nominations total
3686,6.6/10,47%,55/100,Nominated for 1 Oscar. 3 nominations total
3687,7.1/10,,,1 nomination
3688,6.2/10,34%,40/100,2 nominations
3689,5.1/10,11%,38/100,1 nomination
3690,4.8/10,25%,24/100,1 nomination
3691,5.2/10,,25/100,
3692,5.7/10,20%,,
3693,6.3/10,70%,42/100,1 nomination
3694,5.1/10,0%,,1 nomination
3695,4.5/10,,,1 nomination
3696,6.8/10,75%,62/100,1 win & 1 nomination
3697,6.3/10,30%,46/100,1 win & 4 nominations
3698,6.7/10,66%,45/100,1 win & 3 nominations
3699,7.0/10,85%,70/100,Nominated for 1 Oscar. 1 win & 6 nominations total
3700,6.8/10,89%,70/100,3 wins & 1 nomination
3701,6.3/10,52%,45/100,1 win & 4 nominations
3702,6.9/10,90%,73/100,5 wins & 8 nominations
3703,7.6/10,94%,77/100,8 wins & 10 nominations
3704,6.3/10,80%,71/100,1 win & 8 nominations
3705,6.0/10,27%,36/100,
3706,7.3/10,80%,61/100,2 wins & 4 nominations
3707,6.0/10,61%,50/100,3 nominations
3708,6.1/10,37%,50/100,2 nominations
3709,5.3/10,33%,38/100,5 wins
3710,5.5/10,13%,36/100,2 nominations
3711,6.4/10,60%,,3 nominations
3712,6.6/10,71%,65/100,5 nominations
3713,7.3/10,88%,73/100,3 nominations
3714,6.2/10,50%,52/100,4 nominations
3715,5.1/10,27%,,
3716,5.3/10,21%,,2 wins
3717,6.5/10,25%,35/100,9 wins & 6 nominations
3719,5.9/10,49%,35/100,1 win & 2 nominations
3720,7.5/10,74%,71/100,12 wins & 17 nominations
3723,6.7/10,76%,53/100,Nominated for 2 Oscars. 3 wins & 7 nominations total
3724,7.3/10,85%,61/100,Won 3 Oscars. 14 wins & 16 nominations total
3725,7.1/10,61%,57/100,
3726,7.4/10,95%,89/100,1 nomination
3727,7.0/10,81%,76/100,1 win & 9 nominations
3728,7.1/10,94%,87/100,8 wins & 8 nominations
3729,6.6/10,86%,66/100,Won 1 Oscar. 6 wins & 6 nominations total
3730,7.8/10,97%,87/100,Nominated for 3 Oscars. 14 wins & 16 nominations total
3731,6.9/10,91%,70/100,2 wins & 2 nominations
3732,6.3/10,77%,64/100,1 win
3733,7.2/10,83%,65/100,Won 1 Oscar. 3 wins & 4 nominations total
3735,7.7/10,91%,87/100,Nominated for 2 Oscars. 8 wins & 13 nominations total
3736,8.1/10,92%,72/100,Nominated for 1 Oscar. 4 wins & 3 nominations total
3737,7.6/10,93%,,Nominated for 1 BAFTA Film Award1 win & 2 nominations total
3738,6.8/10,85%,65/100,2 wins & 5 nominations
3739,8.0/10,89%,,2 wins
3740,7.3/10,75%,53/100,1 win & 1 nomination
3741,7.8/10,97%,93/100,Nominated for 1 BAFTA Film Award4 wins & 1 nomination total
3742,8.0/10,100%,97/100,1 win
3743,5.4/10,11%,29/100,1 nomination
3744,6.0/10,67%,50/100,1 win & 13 nominations
3745,6.6/10,50%,48/100,1 win & 6 nominations
3746,7.6/10,96%,69/100,6 wins & 19 nominations
3747,6.9/10,80%,76/100,4 wins & 7 nominations
3751,7.0/10,97%,88/100,Nominated for 2 BAFTA Film 23 wins & 26 nominations total
3752,6.6/10,48%,49/100,2 wins & 4 nominations
3753,7.2/10,62%,63/100,Nominated for 3 Oscars. 9 wins & 20 nominations total
3754,4.2/10,43%,36/100,2 wins & 6 nominations
3755,6.4/10,,59/100,Nominated for 2 Oscars. 4 wins & 27 nominations total
3756,5.9/10,53%,62/100,1 win & 1 nomination
3758,5.6/10,33%,,1 nomination
3760,6.5/10,81%,61/100,
3761,7.9/10,62%,47/100,2 nominations
3763,6.7/10,88%,71/100,1 nomination
3764,5.9/10,40%,48/100,
3765,6.4/10,,56/100,
3766,5.5/10,20%,43/100,
3767,5.4/10,,,
3768,4.9/10,,,1 nomination
3769,7.0/10,87%,62/100,Nominated for 1 Oscar. 1 nomination total
3770,6.3/10,78%,63/100,1 win & 2 nominations
3771,6.8/10,75%,69/100,3 wins
3773,6.5/10,93%,76/100,2 wins & 10 nominations
3774,5.3/10,27%,,
3783,7.1/10,95%,75/100,1 win & 2 nominations
3784,6.1/10,49%,45/100,1 win & 3 nominations
3785,6.2/10,52%,48/100,7 wins & 6 nominations
3786,6.7/10,41%,39/100,2 wins & 2 nominations
3787,7.5/10,87%,74/100,17 wins & 10 nominations
3788,7.5/10,88%,82/100,Nominated for 2 Oscars. 8 wins & 11 nominations total
3789,7.7/10,84%,69/100,Nominated for 1 Oscar. 6 wins & 9 nominations total
3790,6.6/10,57%,54/100,2 nominations
3791,6.6/10,52%,42/100,Nominated for 2 Oscars. 1 win & 6 nominations total
3792,6.8/10,78%,,Nominated for 2 Oscars. 1 win & 4 nominations total
3793,7.4/10,82%,64/100,13 wins & 26 nominations
3794,6.6/10,84%,76/100,6 wins & 12 nominations
3795,6.7/10,74%,56/100,4 wins & 15 nominations
3797,4.7/10,2%,14/100,
3798,6.6/10,47%,51/100,7 wins & 7 nominations
3799,6.1/10,,28/100,2 nominations
3801,8.0/10,100%,95/100,Nominated for 7 Oscars. 12 wins & 19 nominations total
3802,5.4/10,22%,34/100,3 nominations
3806,6.7/10,20%,,1 nomination
3807,6.3/10,60%,,1 win & 4 nominations
3808,7.8/10,88%,,Won 1 Oscar. 11 wins & 3 nominations total
3809,7.0/10,84%,60/100,2 wins & 2 nominations
3810,6.0/10,44%,46/100,
3811,7.8/10,100%,72/100,Nominated for 1 Oscar. 13 wins & 8 nominations total
3812,6.8/10,88%,66/100,1 win & 1 nomination
3813,7.3/10,80%,67/100,Nominated for 5 Oscars. 9 wins & 17 nominations total
3814,7.7/10,100%,89/100,3 wins & 2 nominations
3816,7.8/10,100%,,Won 1 Oscar. 25 wins & 9 nominations total
3819,8.0/10,100%,87/100,6 wins & 4 nominations
3821,4.4/10,26%,38/100,2 wins & 15 nominations
3822,7.5/10,88%,75/100,Nominated for 1 BAFTA Film Award6 wins & 18 nominations total
3823,7.1/10,63%,71/100,Nominated for 1 BAFTA Film Award1 win & 6 nominations total
3824,5.7/10,19%,24/100,3 nominations
3825,5.7/10,23%,27/100,4 wins & 8 nominations
3826,5.8/10,26%,24/100,Nominated for 1 Oscar. 7 wins & 14 nominations total
3827,6.5/10,78%,73/100,Nominated for 1 Oscar. 4 wins & 9 nominations total
3830,6.2/10,55%,42/100,3 wins & 1 nomination
3831,6.9/10,63%,62/100,Nominated for 1 BAFTA Film Award4 wins & 9 nominations total
3832,7.0/10,88%,82/100,2 wins & 1 nomination
3833,4.5/10,38%,,
3834,6.1/10,75%,66/100,2 nominations
3835,5.8/10,24%,34/100,2 wins & 3 nominations
3836,7.6/10,78%,50/100,1 nomination
3837,6.5/10,38%,42/100,3 nominations
3838,6.0/10,44%,,1 win & 3 nominations
3839,5.5/10,29%,,
3840,6.2/10,65%,47/100,3 nominations
3841,5.8/10,13%,33/100,1 nomination
3843,6.3/10,78%,58/100,
3844,7.3/10,70%,56/100,Nominated for 1 Oscar. 2 wins & 7 nominations total
3845,6.3/10,75%,,1 nomination
3846,6.3/10,60%,48/100,
3847,5.1/10,36%,,1 win
3849,7.3/10,87%,,Nominated for 1 Oscar. 2 nominations total
3851,7.4/10,59%,81/100,
3852,6.7/10,80%,70/100,2 nominations
3855,7.0/10,86%,67/100,7 wins & 9 nominations
3857,5.1/10,3%,17/100,1 win & 6 nominations
3858,6.3/10,53%,57/100,2 nominations
3859,7.2/10,86%,69/100,3 wins & 6 nominations
3861,6.6/10,41%,30/100,
3862,5.9/10,68%,64/100,3 nominations
3863,6.4/10,45%,40/100,Nominated for 1 Oscar. 9 wins & 29 nominations total
3864,6.1/10,,41/100,2 nominations
3865,6.8/10,83%,73/100,3 nominations
3868,7.6/10,88%,76/100,1 nomination
3869,6.9/10,57%,65/100,2 wins & 1 nomination
3870,6.6/10,86%,,Nominated for 6 Oscars. 3 wins & 7 nominations total
3871,7.6/10,97%,80/100,Won 1 Oscar. 6 wins & 12 nominations total
3872,7.6/10,68%,54/100,Nominated for 3 Oscars. 4 wins & 10 nominations total
3873,6.8/10,89%,60/100,Won 1 Oscar. 10 wins & 15 nominations total
3877,4.4/10,9%,42/100,3 nominations
3879,5.7/10,16%,30/100,11 nominations
3882,6.1/10,64%,52/100,2 wins & 7 nominations
3884,5.6/10,20%,37/100,1 win
3888,6.3/10,,,1 nomination
3889,4.6/10,11%,21/100,1 nomination
3893,6.2/10,83%,69/100,5 wins & 14 nominations
3894,7.6/10,90%,75/100,47 wins & 17 nominations
3895,5.3/10,11%,22/100,2 nominations
3896,6.7/10,46%,49/100,
3897,7.9/10,89%,90/100,Won 1 Oscar. 53 wins & 103 nominations total
3898,5.8/10,26%,39/100,
3899,5.6/10,9%,,
3900,5.9/10,21%,32/100,3 nominations
3901,6.1/10,21%,40/100,1 nomination
3906,6.5/10,49%,43/100,2 nominations
3908,4.3/10,9%,16/100,1 win & 2 nominations
3909,5.3/10,34%,41/100,3 nominations
3910,8.0/10,69%,61/100,Nominated for 1 Oscar. 35 wins & 49 nominations total
3911,7.5/10,93%,78/100,11 wins & 14 nominations
3912,5.6/10,16%,23/100,2 nominations
3914,7.0/10,64%,51/100,1 win & 1 nomination
3915,6.7/10,88%,70/100,15 wins & 18 nominations
3916,7.8/10,73%,48/100,8 wins & 18 nominations
3917,7.0/10,72%,57/100,2 wins & 6 nominations
3918,6.5/10,50%,41/100,1 win & 6 nominations
3919,5.5/10,42%,50/100,1 win & 10 nominations
3920,7.2/10,,,4 wins & 7 nominations
3922,5.4/10,,,
3925,7.5/10,96%,86/100,9 wins & 3 nominations
3926,6.1/10,76%,,
3927,6.8/10,91%,72/100,Won 2 Oscars. 4 wins & 6 nominations total
3928,7.4/10,89%,,3 wins & 2 nominations
3929,7.2/10,100%,,1 nomination
3930,6.9/10,79%,68/100,1 win & 1 nomination
3932,7.7/10,94%,87/100,4 wins & 2 nominations
3933,4.1/10,50%,,
3937,5.9/10,45%,50/100,1 nomination
3938,5.6/10,42%,51/100,
3939,4.6/10,,,
3940,4.6/10,,,
3941,4.5/10,0%,,
3942,4.9/10,,,
3943,6.6/10,53%,54/100,1 win & 10 nominations
3945,6.1/10,24%,20/100,1 win
3946,5.2/10,11%,24/100,7 nominations
3947,7.4/10,86%,80/100,Nominated for 1 BAFTA Film Award1 nomination total
3948,7.0/10,84%,73/100,Nominated for 1 Oscar. 7 wins & 15 nominations total
3949,8.3/10,79%,68/100,Nominated for 1 Oscar. 37 wins & 70 nominations total
3950,7.0/10,77%,55/100,2 wins & 5 nominations
3951,7.2/10,89%,79/100,3 wins & 4 nominations
3952,6.9/10,76%,59/100,Nominated for 2 Oscars. 1 win & 22 nominations total
3953,4.6/10,57%,64/100,4 nominations
3955,5.2/10,11%,22/100,1 nomination
3957,6.2/10,63%,50/100,1 win & 2 nominations
3958,4.5/10,0%,,
3959,7.5/10,76%,67/100,Won 1 Oscar. 1 win & 1 nomination total
3962,4.5/10,14%,,
3963,6.8/10,78%,,Nominated for 6 Oscars. 5 wins & 13 nominations total
3964,6.9/10,94%,74/100,1 win
3965,7.4/10,100%,,Nominated for 1 Oscar. 2 nominations total
3966,7.3/10,98%,,1 nomination
3967,7.7/10,85%,74/100,Nominated for 3 Oscars. 57 wins & 73 nominations total
3968,6.1/10,50%,49/100,1 win & 3 nominations
3969,7.2/10,39%,40/100,1 win & 4 nominations
3971,6.7/10,,,
3972,7.6/10,84%,74/100,3 wins & 1 nomination
3973,4.0/10,14%,15/100,5 wins & 11 nominations
3974,5.7/10,55%,45/100,1 win & 3 nominations
3977,5.6/10,68%,52/100,15 wins & 33 nominations
3978,6.7/10,43%,47/100,2 wins & 11 nominations
3979,5.3/10,21%,38/100,1 win & 12 nominations
3980,7.2/10,42%,56/100,11 nominations
3981,5.7/10,14%,34/100,1 nomination
3983,7.5/10,95%,85/100,Nominated for 2 Oscars. 30 wins & 43 nominations total
3984,6.6/10,64%,59/100,Nominated for 1 Oscar. 2 wins & 4 nominations total
3985,6.9/10,60%,61/100,
3986,5.9/10,40%,49/100,8 nominations
3987,5.8/10,53%,52/100,2 wins & 2 nominations
3988,6.2/10,49%,46/100,Won 1 Oscar. 18 wins & 37 nominations total
3989,7.8/10,97%,82/100,Won 1 Oscar. 5 wins & 7 nominations total
3990,6.2/10,76%,62/100,3 wins & 7 nominations
3991,4.9/10,31%,35/100,Nominated for 1 Oscar. 1 win & 8 nominations total
3992,7.5/10,54%,54/100,Nominated for 2 Oscars. 7 wins & 22 nominations total
3993,7.3/10,75%,70/100,Nominated for 3 Oscars. 18 wins & 45 nominations total
3994,7.3/10,70%,62/100,2 wins & 15 nominations
3996,7.8/10,97%,94/100,Won 4 Oscars. 102 wins & 134 nominations total
3997,3.7/10,10%,14/100,11 nominations
3998,6.3/10,39%,45/100,5 nominations
3999,5.9/10,48%,48/100,Nominated for 1 BAFTA Film Award2 wins & 4 nominations total
4000,7.1/10,74%,62/100,2 nominations
4002,7.6/10,92%,72/100,1 nomination
4003,5.9/10,42%,41/100,
4005,6.7/10,74%,59/100,3 wins & 4 nominations
4006,7.2/10,62%,43/100,2 nominations
4007,7.4/10,79%,56/100,Won 1 Oscar. 10 wins & 5 nominations total
4008,7.2/10,85%,75/100,Won 2 Oscars. 15 wins & 26 nominations total
4009,7.3/10,81%,66/100,3 wins & 5 nominations
4010,6.5/10,35%,37/100,
4011,8.2/10,74%,55/100,4 wins & 7 nominations
4012,5.9/10,58%,52/100,1 nomination
4014,7.2/10,62%,64/100,Nominated for 5 Oscars. 7 wins & 36 nominations total
4015,5.5/10,17%,30/100,6 nominations
4016,7.4/10,86%,70/100,Nominated for 1 Oscar. 7 wins & 27 nominations total
4017,7.0/10,80%,77/100,Won 1 Oscar. 3 wins & 9 nominations total
4018,6.4/10,54%,47/100,5 wins & 9 nominations
4019,7.3/10,74%,62/100,5 wins & 13 nominations
4020,6.7/10,57%,62/100,11 nominations
4021,7.2/10,73%,85/100,Nominated for 1 Oscar. 15 wins & 23 nominations total
4022,7.8/10,89%,73/100,Nominated for 2 Oscars. 15 wins & 38 nominations total
4023,6.8/10,53%,42/100,4 wins & 6 nominations
4024,7.0/10,82%,78/100,Nominated for 2 BAFTA Film 6 wins & 29 nominations total
4025,6.3/10,41%,43/100,7 wins & 8 nominations
4027,7.7/10,78%,69/100,Nominated for 2 Oscars. 8 wins & 39 nominations total
4029,6.8/10,85%,75/100,7 wins & 8 nominations
4030,4.9/10,,26/100,2 nominations
4031,5.8/10,32%,55/100,2 wins & 14 nominations
4032,6.2/10,48%,56/100,1 nomination
4033,7.3/10,83%,67/100,3 wins & 8 nominations
4034,7.6/10,92%,86/100,Won 4 Oscars. 74 wins & 87 nominations total
4035,6.4/10,62%,62/100,1 win & 10 nominations
4036,6.9/10,82%,71/100,Nominated for 2 Oscars. 16 wins & 29 nominations total
4037,7.3/10,96%,78/100,6 wins & 5 nominations
4039,6.6/10,53%,39/100,Nominated for 2 Oscars. 2 wins & 13 nominations total
4040,6.3/10,,35/100,4 nominations
4041,7.0/10,78%,75/100,Won 2 Oscars. 9 wins & 13 nominations total
4042,6.8/10,52%,,Won 1 Oscar. 7 wins & 8 nominations total
4043,6.9/10,86%,67/100,2 wins & 2 nominations
4046,7.4/10,88%,,Nominated for 6 Oscars. 5 wins & 11 nominations total
4047,7.6/10,77%,,1 win & 1 nomination
4051,,,,
4052,6.1/10,24%,31/100,2 wins & 4 nominations
4053,5.4/10,12%,25/100,
4054,6.2/10,,53/100,6 wins & 8 nominations
4055,6.7/10,91%,77/100,2 nominations
4056,6.8/10,78%,71/100,1 win & 6 nominations
4061,7.4/10,90%,73/100,3 nominations
4062,6.3/10,76%,60/100,1 win & 4 nominations
4063,5.6/10,62%,,
4064,6.8/10,78%,60/100,
4065,6.5/10,60%,46/100,
4066,6.6/10,62%,48/100,1 nomination
4067,6.8/10,56%,59/100,2 wins & 1 nomination
4068,5.7/10,28%,48/100,
4069,5.4/10,,33/100,2 wins & 6 nominations
4074,6.9/10,79%,,4 wins & 5 nominations
4077,7.1/10,96%,75/100,Nominated for 1 BAFTA Film Award7 wins & 15 nominations total
4078,5.8/10,38%,,3 nominations
4079,6.2/10,65%,42/100,
4080,6.3/10,68%,53/100,5 nominations
4081,5.9/10,71%,62/100,
4082,7.2/10,79%,70/100,5 nominations
4083,6.5/10,73%,,2 nominations
4084,6.5/10,48%,48/100,Nominated for 1 Oscar. 6 wins & 4 nominations total
4085,7.3/10,83%,66/100,Nominated for 1 Oscar. 4 wins & 5 nominations total
4086,6.5/10,89%,77/100,4 wins & 5 nominations
4089,6.0/10,40%,57/100,4 wins
4090,7.3/10,77%,,Nominated for 1 Primetime Emmy. 1 win & 4 nominations total
4091,6.8/10,50%,36/100,1 win & 3 nominations
4092,5.6/10,38%,59/100,1 nomination
4093,6.4/10,83%,,
4102,7.6/10,80%,54/100,
4103,7.7/10,75%,62/100,Nominated for 6 Oscars. 13 wins & 17 nominations total
4104,5.5/10,62%,24/100,1 nomination
4105,7.5/10,95%,71/100,3 wins & 1 nomination
4109,5.7/10,11%,25/100,1 win & 1 nomination
4110,6.5/10,74%,64/100,1 nomination
4111,6.4/10,47%,,2 nominations
4113,7.1/10,73%,,1 win & 6 nominations
4115,6.3/10,43%,47/100,1 win
4116,7.0/10,85%,74/100,4 wins & 3 nominations
4117,7.3/10,95%,86/100,Nominated for 5 Oscars. 16 wins & 29 nominations total
4121,6.8/10,82%,66/100,Won 1 Oscar. 2 wins & 4 nominations total
4123,4.5/10,38%,52/100,1 win & 3 nominations
4124,3.0/10,0%,15/100,1 win & 7 nominations
4125,2.2/10,8%,,3 wins & 4 nominations
4126,6.5/10,52%,48/100,1 nomination
4127,5.2/10,,,2 wins
4128,7.3/10,75%,63/100,3 wins & 5 nominations
4129,6.5/10,50%,,1 win & 2 nominations
4130,5.5/10,42%,,
4131,5.5/10,50%,,
4132,5.9/10,20%,21/100,Nominated for 1 Oscar. 5 wins & 4 nominations total
4133,5.4/10,16%,35/100,2 wins & 5 nominations
4135,7.0/10,60%,61/100,3 wins & 4 nominations
4138,4.6/10,,,1 nomination
4139,6.1/10,50%,52/100,
4141,5.4/10,10%,27/100,
4142,4.5/10,16%,22/100,3 nominations
4143,4.9/10,12%,18/100,2 wins & 2 nominations
4144,8.1/10,91%,85/100,Nominated for 1 BAFTA Film Award46 wins & 51 nominations total
4146,5.9/10,25%,25/100,2 wins & 5 nominations
4147,6.7/10,87%,59/100,12 wins & 9 nominations
4148,6.8/10,40%,57/100,9 wins & 25 nominations
4149,5.9/10,19%,22/100,
4152,6.6/10,31%,44/100,Nominated for 1 Oscar. 2 wins & 3 nominations total
4153,5.4/10,20%,32/100,3 nominations
4154,6.6/10,60%,43/100,
4155,6.7/10,15%,27/100,3 nominations
4156,5.3/10,14%,18/100,
4157,6.7/10,49%,49/100,3 wins & 2 nominations
4158,4.8/10,19%,40/100,3 nominations
4159,5.9/10,14%,21/100,13 nominations
4160,7.2/10,91%,73/100,3 wins & 9 nominations
4161,6.1/10,54%,43/100,3 wins & 2 nominations
4164,5.8/10,45%,44/100,4 nominations
4166,6.6/10,71%,55/100,3 wins & 4 nominations
4167,6.1/10,32%,34/100,1 nomination
4168,5.8/10,43%,52/100,4 nominations
4171,7.3/10,94%,85/100,Nominated for 1 Oscar. 10 wins & 8 nominations total
4174,7.2/10,85%,68/100,Nominated for 4 Oscars. 2 wins & 23 nominations total
4175,6.8/10,57%,60/100,
4178,7.9/10,100%,89/100,Nominated for 4 Oscars. 2 wins & 4 nominations total
4180,5.4/10,25%,17/100,
4181,5.8/10,60%,,
4184,7.6/10,84%,72/100,Won 1 Oscar. 1 win & 4 nominations total
4187,7.6/10,92%,61/100,Won 1 Oscar. 13 wins & 13 nominations total
4189,6.6/10,43%,,Nominated for 5 Oscars. 1 win & 6 nominations total
4190,7.7/10,94%,,Won 3 Oscars. 11 wins & 14 nominations total
4191,7.0/10,96%,70/100,Nominated for 5 Oscars. 8 wins & 22 nominations total
4193,5.6/10,48%,48/100,
4194,7.5/10,100%,,
4195,7.1/10,88%,,1 win & 2 nominations
4197,7.1/10,81%,64/100,
4198,5.5/10,50%,,1 win & 4 nominations
4200,5.6/10,35%,40/100,2 nominations
4202,5.5/10,,,
4203,6.1/10,25%,36/100,1 nomination
4204,4.9/10,18%,51/100,
4205,6.7/10,74%,56/100,4 wins & 1 nomination
4207,5.6/10,19%,38/100,
4210,7.2/10,93%,75/100,2 nominations
4211,7.2/10,92%,93/100,Won 1 Oscar. 13 wins & 16 nominations total
4212,7.3/10,78%,59/100,Won 1 Oscar. 5 wins & 6 nominations total
4214,6.6/10,71%,44/100,
4215,5.0/10,7%,28/100,
4217,7.8/10,100%,88/100,Nominated for 1 Oscar. 9 wins & 11 nominations total
4218,6.9/10,88%,73/100,4 wins & 5 nominations
4219,6.0/10,38%,56/100,
4220,7.1/10,79%,61/100,Nominated for 1 Oscar. 2 wins & 4 nominations total
4221,6.2/10,33%,45/100,
4223,7.6/10,53%,53/100,7 nominations
4224,5.6/10,33%,39/100,4 nominations
4225,7.2/10,96%,74/100,3 wins & 10 nominations
4226,8.4/10,93%,80/100,Nominated for 2 Oscars. 57 wins & 59 nominations total
4228,6.2/10,54%,47/100,4 nominations
4229,5.0/10,8%,21/100,1 nomination
4231,6.1/10,42%,32/100,
4232,5.5/10,93%,71/100,2 wins & 10 nominations
4233,5.4/10,14%,15/100,2 nominations
4234,6.2/10,76%,66/100,1 win & 1 nomination
4235,8.1/10,93%,83/100,Nominated for 1 Oscar. 55 wins & 25 nominations total
4236,6.8/10,78%,63/100,5 wins & 3 nominations
4237,7.7/10,93%,83/100,16 wins & 4 nominations
4238,6.4/10,32%,42/100,1 win & 1 nomination
4239,7.5/10,55%,52/100,3 wins & 9 nominations
4240,5.8/10,33%,38/100,
4241,,21%,,
4242,5.8/10,38%,40/100,1 nomination
4243,6.7/10,71%,62/100,3 wins
4246,6.8/10,80%,66/100,Nominated for 1 Oscar. 8 wins & 32 nominations total
4247,6.0/10,9%,20/100,1 win & 3 nominations
4248,5.5/10,52%,47/100,5 nominations
4251,7.2/10,74%,65/100,12 wins & 14 nominations
4252,7.4/10,94%,85/100,12 wins & 8 nominations
4254,4.8/10,11%,37/100,1 win & 2 nominations
4255,4.6/10,11%,13/100,12 wins & 7 nominations
4256,5.8/10,34%,44/100,1 nomination
4259,6.8/10,58%,64/100,3 wins & 2 nominations
4260,6.3/10,72%,60/100,8 wins & 8 nominations
4262,8.3/10,81%,65/100,8 nominations
4263,7.8/10,100%,74/100,Won 1 Oscar. 10 wins & 13 nominations total
4265,4.6/10,14%,29/100,1 win & 10 nominations
4267,6.2/10,33%,46/100,
4268,4.5/10,13%,34/100,1 win & 5 nominations
4270,6.4/10,47%,48/100,6 wins & 19 nominations
4273,7.1/10,93%,86/100,1 win & 12 nominations
4275,6.1/10,,45/100,1 win & 5 nominations
4276,7.0/10,97%,78/100,1 win & 1 nomination
4278,7.2/10,87%,,1 win & 1 nomination
